,Date,Open,High,Low,Close,Adj Close,Volume,Daily Stock
0,1962-01-02,7.713333,7.713333,7.626666999999999,7.626666999999999,0.6246079999999999,387200,1.123586911131686
1,1962-01-03,7.626666999999999,7.693333,7.626666999999999,7.693333,0.6300680000000001,288000,-0.8741170946627218
2,1962-01-04,7.693333,7.693333,7.613333,7.616667,0.623789,256000,0.996525173159674
3,1962-01-05,7.606667,7.606667,7.453333,7.466667,0.611504,363200,1.840490716893479
4,1962-01-08,7.46,7.46,7.266667,7.326667,0.600038,544000,1.7873056300268146
5,1962-01-09,7.36,7.506667,7.36,7.413333000000001,0.607136,491200,-0.724633152173917
6,1962-01-10,7.426667,7.46,7.426667,7.426667,0.608228,299200,0.0
7,1962-01-11,7.446667,7.506667,7.446667,7.506667,0.61478,315200,-0.8057295968787177
8,1962-01-12,7.52,7.573333,7.52,7.52,0.615872,435200,0.0
9,1962-01-15,7.546667,7.57,7.546667,7.553333,0.6186020000000001,251200,-0.08833038479106155
10,1962-01-16,7.546667,7.546667,7.473333,7.473333,0.61205,251200,0.9717402397641238
11,1962-01-17,7.44,7.44,7.3333330000000005,7.353333,0.602222,419200,1.1648790322580682
12,1962-01-18,7.373333000000001,7.446667,7.373333000000001,7.373333000000001,0.6038600000000001,371200,0.0
13,1962-01-19,7.373333000000001,7.393333,7.293334,7.38,0.604406,400000,-0.09042043808409728
14,1962-01-22,7.38,7.453333,7.36,7.366667,0.603314,275200,0.18066395663956994
15,1962-01-23,7.363333,7.373333000000001,7.28,7.293334,0.597308,371200,0.9506428678425944
16,1962-01-24,7.293334,7.3333330000000005,7.256667,7.3333330000000005,0.600585,408000,-0.5484323081871855
17,1962-01-25,7.3333330000000005,7.393333,7.24,7.253334,0.594033,315200,1.0908955041316248
18,1962-01-26,7.253334,7.28,7.213333,7.216667,0.591029,243200,0.5055192550074153
19,1962-01-29,7.216667,7.266667,7.093333,7.093333,0.580929,579200,1.7090160873433655
20,1962-01-30,7.093333,7.133333,7.003334,7.003334,0.573558,736000,1.2687829543601097
21,1962-01-31,7.073333,7.226666000000001,7.073333,7.226666000000001,0.591849,760000,-2.1677616478681383
22,1962-02-01,7.3,7.413333000000001,7.3,7.393333,0.605498,640000,-1.278534246575347
23,1962-02-02,7.393333,7.44,7.36,7.44,0.60932,507200,-0.6312038156539174
24,1962-02-05,7.44,7.44,7.306667,7.346667,0.601676,312000,1.2544758064516173
25,1962-02-06,7.346667,7.36,7.32,7.353333,0.602304,256000,-0.09073502310639724
26,1962-02-07,7.36,7.4,7.36,7.36,0.602851,251200,0.0
27,1962-02-08,7.36,7.4,7.36,7.366667,0.603396,16000,-0.09058423913042543
28,1962-02-09,7.366667,7.42,7.3333330000000005,7.42,0.607765,432000,-0.7239773428064591
29,1962-02-12,7.42,7.48,7.413333000000001,7.426667,0.6083109999999999,280000,-0.08985175202156605
30,1962-02-13,7.426667,7.433333,7.306667,7.306667,0.598482,256000,1.6157988502783296
31,1962-02-14,7.306667,7.3333330000000005,7.28,7.293334,0.59739,208000,0.18247718145633654
32,1962-02-15,7.293334,7.293334,7.26,7.266667,0.595206,227200,0.3656352499419302
33,1962-02-16,7.266667,7.293334,7.26,7.26,0.594659,219200,0.09174770221341091
34,1962-02-19,7.26,7.293334,7.173333,7.186666000000001,0.588653,280000,1.0101101928374534
35,1962-02-20,7.19,7.226666000000001,7.19,7.19,0.5889260000000001,288000,0.0
36,1962-02-21,7.19,7.24,7.136667,7.136667,0.584557,363200,0.7417663421418678
37,1962-02-23,7.146667,7.173333,7.146667,7.16,0.5864689999999999,288000,-0.18656249129839492
38,1962-02-26,7.16,7.1666669999999995,7.12,7.133333,0.584284,299200,0.37244413407820914
39,1962-02-27,7.133333,7.193333,7.093333,7.146667,0.585376,347200,-0.1869252423796774
40,1962-02-28,7.146667,7.16,7.106667,7.16,0.5864689999999999,267200,-0.18656249129839492
41,1962-03-01,7.186666000000001,7.246666,7.186666000000001,7.246666,0.593567,280000,-0.8348794837550486
42,1962-03-02,7.306667,7.346667,7.306667,7.306667,0.598482,243200,0.0
43,1962-03-05,7.306667,7.306667,7.253334,7.28,0.5962970000000001,360000,0.36496804904342534
44,1962-03-06,7.28,7.313333999999999,7.266667,7.286667,0.5968439999999999,184000,-0.09157967032966088
45,1962-03-07,7.286667,7.31,7.266667,7.31,0.598755,123200,-0.3202149899261219
46,1962-03-08,7.31,7.326667,7.266667,7.326667,0.600121,184000,-0.22800273597811202
47,1962-03-09,7.3333330000000005,7.373333000000001,7.3333330000000005,7.373333000000001,0.603942,288000,-0.5454545702479354
48,1962-03-12,7.373333000000001,7.393333,7.346667,7.366667,0.603396,280000,0.09040687569652624
49,1962-03-13,7.366667,7.366667,7.3333330000000005,7.36,0.602851,123200,0.09050225834830478
50,1962-03-14,7.36,7.38,7.3333330000000005,7.346667,0.601758,195200,0.18115489130435136
51,1962-03-15,7.346667,7.386667,7.3333330000000005,7.3333330000000005,0.600666,243200,0.18149726944204103
52,1962-03-16,7.3333330000000005,7.366667,7.3333330000000005,7.366667,0.603396,160000,-0.4545545661161042
53,1962-03-19,7.38,7.413333000000001,7.38,7.386667,0.605034,371200,-0.0903387533875366
54,1962-03-20,7.373333000000001,7.373333000000001,7.34,7.34,0.601212,160000,0.4520750656453563
55,1962-03-21,7.34,7.36,7.32,7.346667,0.601758,256000,-0.09083106267030246
56,1962-03-22,7.32,7.32,7.266667,7.266667,0.595206,240000,0.7285928961748674
57,1962-03-23,7.273333999999999,7.306667,7.273333999999999,7.293334,0.59739,184000,-0.27497706003877265
58,1962-03-26,7.293334,7.32,7.28,7.29,0.597117,131200,0.04571297571179005
59,1962-03-27,7.273333999999999,7.273333999999999,7.146667,7.153333,0.585922,347200,1.649876109085591
60,1962-03-28,7.16,7.213333,7.16,7.193333,0.589199,328000,-0.4655446927374279
61,1962-03-29,7.193333,7.226666000000001,7.173333,7.173333,0.587561,227200,0.278035230678179
62,1962-03-30,7.16,7.16,7.07,7.103333,0.5818270000000001,435200,0.7914385474860338
63,1962-04-02,7.1,7.1,7.006667,7.006667,0.573909,371200,1.31454929577464
64,1962-04-03,7.0,7.0,6.76,6.8333330000000005,0.559712,912000,2.380957142857135
65,1962-04-04,6.8333330000000005,6.893333,6.803333,6.803333,0.557254,648000,0.439024411659731
66,1962-04-05,6.84,6.946667,6.84,6.946667,0.568995,912000,-1.559459064327483
67,1962-04-06,6.946667,7.0,6.893333,6.94,0.568448,432000,0.09597408368645442
68,1962-04-09,6.94,6.98,6.893333,6.946667,0.568995,16000,-0.09606628242073936
69,1962-04-10,6.946667,6.973333,6.906667,6.973333,0.571179,256000,-0.38386754396029815
70,1962-04-11,6.973333,7.026667,6.88,6.88,0.563534,528000,1.3384274062345844
71,1962-04-12,6.88,6.893333,6.806667,6.806667,0.557527,400000,1.065886627906975
72,1962-04-13,6.806667,6.906667,6.8,6.906667,0.565718,627200,-1.469147822274832
73,1962-04-16,6.906667,6.953333,6.826667,6.9,0.565172,507200,0.096529918121133
74,1962-04-17,6.9,6.933333,6.866667,6.933333,0.5679029999999999,299200,-0.4830869565217367
75,1962-04-18,6.933333,6.993333,6.913333000000001,6.92,0.56681,424000,0.1923028938607198
76,1962-04-19,6.92,6.946667,6.893333,6.92,0.56681,387200,0.0
77,1962-04-23,6.92,6.926667,6.886667,6.913333000000001,0.566265,312000,0.09634393063582822
78,1962-04-24,6.913333000000001,6.956666,6.9,6.906667,0.565718,456000,0.09642237687669535
79,1962-04-25,6.906667,6.933333,6.8333330000000005,6.8333330000000005,0.559712,459200,1.06178566304122
80,1962-04-26,6.826667,6.826667,6.66,6.66,0.545514,928000,2.44141101360297
81,1962-04-27,6.66,6.733333,6.4,6.473333,0.530225,1632000,2.8028078078078065
82,1962-04-30,6.473333,6.533333,6.0,6.053333,0.49582200000000004,2344000,6.48815687374649
83,1962-05-01,6.053333,6.193333,5.733333,6.16,0.50456,5315200,-1.7621201410859082
84,1962-05-02,6.266667,6.453333,6.266667,6.3,0.516027,2555200,-0.5319095461750215
85,1962-05-03,6.3,6.453333,6.253334,6.43,0.526675,1360000,-2.063492063492062
86,1962-05-04,6.43,6.48,6.366667,6.48,0.53077,779200,-0.7776049766718618
87,1962-05-07,6.48,6.53,6.336666999999999,6.336666999999999,0.51903,827200,2.211929012345695
88,1962-05-08,6.328333,6.328333,6.126666999999999,6.126666999999999,0.501909,1032000,3.186715996139905
